id,transaction_date,value_date,reference,debit,credit,balance,remarks,predicted_category,created_at,updated_at
4533,2025-11-09,2025-11-09,POS PURCHASE - Inventory,84891.62,,42374996.16,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4534,2025-11-10,2025-11-10,Customer payment,,368653.77,42743649.93,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4535,2025-11-10,2025-11-10,Customer payment,,115996.52,42859646.45,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4536,2025-11-12,2025-11-12,Misc credit,,22478.76,42882125.21,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4537,2025-11-12,2025-11-12,Misc debit,22016.10,,42860109.11,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4538,2025-11-12,2025-11-12,Bank fees / transfer,19330.36,,42840778.75,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4539,2025-11-12,2025-11-12,Misc debit,38544.72,,42802234.03,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4540,2025-11-12,2025-11-12,Capital injection,,510191.89,43312425.92,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4541,2025-11-13,2025-11-13,Misc debit,31960.97,,43280464.95,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4542,2025-11-13,2025-11-13,POS PURCHASE - Inventory,184788.29,,43095676.66,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4543,2025-11-13,2025-11-13,Bank fees / transfer,6666.77,,43089009.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4544,2025-11-14,2025-11-14,Bank fees / transfer,7628.76,,43081381.13,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4545,2025-11-17,2025-11-17,POS PURCHASE - Inventory,350595.29,,42730785.84,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4546,2024-11-01,2024-11-01,Rent payment,239852.17,,-11706.17,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4547,2024-11-03,2024-11-03,Internet subscription,8216.28,,-19922.45,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4548,2024-11-05,2024-11-05,Utility bills,31994.74,,-51917.19,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4549,2024-11-18,2024-11-18,Repair / Maintenance,5106.32,,-57023.51,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4550,2024-11-18,2024-11-18,Capital injection,,1445369.40,1388345.89,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4551,2024-11-19,2024-11-19,Customer payment,,107616.83,1495962.72,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4552,2024-11-19,2024-11-19,POS PURCHASE - Inventory,252544.49,,1243418.23,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4553,2024-11-19,2024-11-19,Bank fees / transfer,18684.01,,1224734.22,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4554,2024-11-20,2024-11-20,Customer payment,,155536.19,1380270.41,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4555,2024-11-21,2024-11-21,POS PURCHASE - Inventory,68841.89,,1311428.52,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4556,2024-11-23,2024-11-23,POS PURCHASE - Inventory,104874.98,,1206553.54,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4557,2024-11-23,2024-11-23,Customer payment,,353598.14,1560151.68,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4558,2024-11-24,2024-11-24,Repair / Maintenance,31843.65,,1528308.03,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4559,2024-11-24,2024-11-24,Misc credit,,11879.03,1540187.06,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4560,2024-11-27,2024-11-27,Customer payment,,112959.74,1653146.80,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4561,2024-11-27,2024-11-27,POS PURCHASE - Inventory,121368.35,,1531778.45,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4562,2024-11-28,2024-11-28,Salary payment,82509.87,,1449268.58,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4563,2024-11-29,2024-11-29,Bank fees / transfer,15460.99,,1433807.59,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4564,2024-11-29,2024-11-29,Customer payment,,337955.27,1771762.86,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4565,2024-11-29,2024-11-29,Customer payment,,414496.37,2186259.23,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4566,2024-11-30,2024-11-30,Customer payment,,397824.39,2584083.62,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4567,2024-11-30,2024-11-30,Bank fees / transfer,3307.86,,2580775.76,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4568,2024-11-30,2024-11-30,Customer payment,,226780.99,2807556.75,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4569,2024-12-01,2024-12-01,Rent payment,163434.72,,2644122.03,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4570,2024-12-01,2024-12-01,Customer payment,,256123.69,2900245.72,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4571,2024-12-01,2024-12-01,POS PURCHASE - Inventory,101594.34,,2798651.38,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4572,2024-12-03,2024-12-03,Internet subscription,18448.31,,2780203.07,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4573,2024-12-03,2024-12-03,Bank fees / transfer,12449.08,,2767753.99,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4574,2024-12-05,2024-12-05,Utility bills,42734.17,,2725019.82,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4575,2024-12-06,2024-12-06,Customer payment,,227341.16,2952360.98,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4576,2024-12-06,2024-12-06,Bank fees / transfer,18136.88,,2934224.10,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4577,2024-12-06,2024-12-06,Customer payment,,189114.27,3123338.37,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4578,2024-12-07,2024-12-07,Customer payment,,409354.27,3532692.64,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4579,2024-12-08,2024-12-08,Bank fees / transfer,17844.23,,3514848.41,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4580,2024-12-09,2024-12-09,Customer payment,,235671.72,3750520.13,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4581,2024-12-09,2024-12-09,Capital injection,,1746930.48,5497450.61,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4582,2024-12-09,2024-12-09,POS PURCHASE - Inventory,99009.94,,5398440.67,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4583,2024-12-11,2024-12-11,Bank fees / transfer,6841.75,,5391598.92,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4584,2024-12-12,2024-12-12,Fuel purchase,56757.24,,5334841.68,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4585,2024-12-12,2024-12-12,Repair / Maintenance,2371.32,,5332470.36,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4586,2024-12-12,2024-12-12,Customer payment,,246912.37,5579382.73,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4587,2024-12-13,2024-12-13,Repair / Maintenance,69601.07,,5509781.66,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4588,2024-12-16,2024-12-16,POS PURCHASE - Inventory,208347.98,,5301433.68,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4589,2024-12-16,2024-12-16,POS PURCHASE - Inventory,413366.56,,4888067.12,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4590,2024-12-17,2024-12-17,Bank fees / transfer,15542.13,,4872524.99,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4591,2024-12-19,2024-12-19,Capital injection,,140439.63,5012964.62,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4592,2024-12-20,2024-12-20,Fuel purchase,61696.01,,4951268.61,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4593,2024-12-21,2024-12-21,Customer payment,,329599.73,5280868.34,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4594,2024-12-22,2024-12-22,Customer payment,,425993.36,5706861.70,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4595,2024-12-24,2024-12-24,Fuel purchase,56292.58,,5650569.12,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4596,2024-12-24,2024-12-24,Customer payment,,413631.29,6064200.41,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4597,2024-12-24,2024-12-24,Customer payment,,165843.18,6230043.59,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4598,2024-12-24,2024-12-24,Refund/Chargeback,,62968.63,6293012.22,Customer refund,Refund/Chargeback,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4599,2024-12-25,2024-12-25,Bank fees / transfer,11182.38,,6281829.84,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4600,2024-12-25,2024-12-25,Bank fees / transfer,5435.16,,6276394.68,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4601,2024-12-26,2024-12-26,Customer payment,,93294.99,6369689.67,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4602,2024-12-26,2024-12-26,Customer payment,,48181.51,6417871.18,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4603,2024-12-28,2024-12-28,Salary payment,66282.50,,6351588.68,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4604,2024-12-28,2024-12-28,Bank fees / transfer,9516.65,,6342072.03,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4605,2024-12-29,2024-12-29,Misc debit,6581.89,,6335490.14,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4606,2024-12-31,2024-12-31,Customer payment,,52258.76,6387748.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4607,2025-01-01,2025-01-01,Rent payment,259692.04,,6128056.86,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4608,2025-01-01,2025-01-01,Bank fees / transfer,10052.84,,6118004.02,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4609,2025-01-01,2025-01-01,Bank fees / transfer,8173.13,,6109830.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4610,2025-01-03,2025-01-03,Internet subscription,15086.15,,6094744.74,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4611,2025-01-03,2025-01-03,Customer payment,,294512.46,6389257.20,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4612,2025-01-03,2025-01-03,Misc credit,,32622.27,6421879.47,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4613,2025-01-04,2025-01-04,Bank fees / transfer,18148.50,,6403730.97,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4614,2025-01-05,2025-01-05,Utility bills,26261.96,,6377469.01,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4615,2025-01-05,2025-01-05,Capital injection,,2062929.18,8440398.19,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4616,2025-01-05,2025-01-05,Customer payment,,513735.07,8954133.26,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4617,2025-01-07,2025-01-07,Capital injection,,394710.14,9348843.40,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4618,2025-01-08,2025-01-08,Customer payment,,306326.84,9655170.24,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4619,2025-01-08,2025-01-08,POS PURCHASE - Inventory,369210.37,,9285959.87,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4620,2025-01-08,2025-01-08,Fuel purchase,51638.82,,9234321.05,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4621,2025-01-10,2025-01-10,Misc credit,,47974.67,9282295.72,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4622,2025-01-12,2025-01-12,POS PURCHASE - Inventory,274886.10,,9007409.62,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4623,2025-01-15,2025-01-15,POS PURCHASE - Inventory,397446.22,,8609963.40,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4624,2025-01-15,2025-01-15,Fuel purchase,7685.29,,8602278.11,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4625,2025-01-15,2025-01-15,Customer payment,,141182.63,8743460.74,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4626,2025-01-16,2025-01-16,Customer payment,,286734.47,9030195.21,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4627,2025-01-18,2025-01-18,Fuel purchase,9448.95,,9020746.26,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4628,2025-01-18,2025-01-18,Capital injection,,1658565.38,10679311.64,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4629,2025-01-19,2025-01-19,Capital injection,,1928562.27,12607873.91,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4630,2025-01-19,2025-01-19,Repair / Maintenance,98987.07,,12508886.84,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4631,2025-01-19,2025-01-19,Repair / Maintenance,5963.91,,12502922.93,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4632,2025-01-21,2025-01-21,POS PURCHASE - Inventory,174066.67,,12328856.26,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4633,2025-01-21,2025-01-21,Bank fees / transfer,16506.04,,12312350.22,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4634,2025-01-23,2025-01-23,Customer payment,,263310.86,12575661.08,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4635,2025-01-26,2025-01-26,POS PURCHASE - Inventory,189402.77,,12386258.31,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4636,2025-01-28,2025-01-28,Salary payment,60415.77,,12325842.54,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4637,2025-01-28,2025-01-28,Bank fees / transfer,7649.52,,12318193.02,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4638,2025-01-30,2025-01-30,Fuel purchase,6976.79,,12311216.23,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4639,2025-01-30,2025-01-30,Misc debit,8502.80,,12302713.43,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4640,2025-01-31,2025-01-31,Customer payment,,375375.83,12678089.26,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4641,2025-02-01,2025-02-01,Rent payment,226521.52,,12451567.74,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4642,2025-02-02,2025-02-02,POS PURCHASE - Inventory,164667.18,,12286900.56,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4643,2025-02-02,2025-02-02,Bank fees / transfer,7600.68,,12279299.88,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4644,2025-02-03,2025-02-03,Internet subscription,18759.48,,12260540.40,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4645,2025-02-03,2025-02-03,Customer payment,,91009.41,12351549.81,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4646,2025-02-03,2025-02-03,Bank fees / transfer,16101.12,,12335448.69,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4647,2025-02-05,2025-02-05,Utility bills,36608.78,,12298839.91,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4648,2025-02-05,2025-02-05,Repair / Maintenance,13973.45,,12284866.46,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4649,2025-02-05,2025-02-05,Misc debit,26592.35,,12258274.11,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4650,2025-02-07,2025-02-07,Customer payment,,205091.08,12463365.19,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4651,2025-02-07,2025-02-07,Capital injection,,1422572.47,13885937.66,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4652,2025-02-08,2025-02-08,Customer payment,,317407.99,14203345.65,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4653,2025-02-08,2025-02-08,Customer payment,,288689.97,14492035.62,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4654,2025-02-08,2025-02-08,Bank fees / transfer,2838.42,,14489197.20,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4655,2025-02-09,2025-02-09,Bank fees / transfer,10181.68,,14479015.52,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4656,2025-02-10,2025-02-10,Bank fees / transfer,18447.20,,14460568.32,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4657,2025-02-11,2025-02-11,Bank fees / transfer,20151.95,,14440416.37,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4658,2025-02-11,2025-02-11,Repair / Maintenance,104246.84,,14336169.53,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4659,2025-02-11,2025-02-11,Capital injection,,1998082.82,16334252.35,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4660,2025-02-11,2025-02-11,Customer payment,,274516.01,16608768.36,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4661,2025-02-15,2025-02-15,Bank fees / transfer,15254.97,,16593513.39,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4662,2025-02-15,2025-02-15,Repair / Maintenance,85027.35,,16508486.04,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4663,2025-02-17,2025-02-17,Capital injection,,1837577.75,18346063.79,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4664,2025-02-17,2025-02-17,Customer payment,,156142.32,18502206.11,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4665,2025-02-18,2025-02-18,Bank fees / transfer,6219.54,,18495986.57,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4666,2025-02-19,2025-02-19,POS PURCHASE - Inventory,145051.98,,18350934.59,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4667,2025-02-19,2025-02-19,Repair / Maintenance,89398.77,,18261535.82,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4668,2025-02-20,2025-02-20,POS PURCHASE - Inventory,57964.44,,18203571.38,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4669,2025-02-21,2025-02-21,Customer payment,,287752.55,18491323.93,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4670,2025-02-21,2025-02-21,Bank fees / transfer,7535.61,,18483788.32,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4671,2025-02-23,2025-02-23,Misc debit,11144.18,,18472644.14,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4672,2025-02-23,2025-02-23,Bank fees / transfer,10328.08,,18462316.06,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4673,2025-02-24,2025-02-24,Misc credit,,21758.48,18484074.54,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4674,2025-02-24,2025-02-24,Fuel purchase,57232.82,,18426841.72,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4675,2025-02-25,2025-02-25,Customer payment,,68314.48,18495156.20,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4676,2025-02-25,2025-02-25,Fuel purchase,10195.34,,18484960.86,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4677,2025-02-26,2025-02-26,Customer payment,,191794.03,18676754.89,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4678,2025-02-27,2025-02-27,Bank fees / transfer,7597.50,,18669157.39,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4679,2025-02-28,2025-02-28,Salary payment,40969.18,,18628188.21,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4680,2025-02-28,2025-02-28,POS PURCHASE - Inventory,373107.82,,18255080.39,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4681,2025-02-28,2025-02-28,Repair / Maintenance,86463.34,,18168617.05,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4682,2025-02-28,2025-02-28,Repair / Maintenance,73787.43,,18094829.62,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4683,2025-03-01,2025-03-01,Rent payment,293350.03,,17801479.59,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4684,2025-03-02,2025-03-02,POS PURCHASE - Inventory,53102.57,,17748377.02,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4685,2025-03-02,2025-03-02,Customer payment,,162180.88,17910557.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4686,2025-03-02,2025-03-02,Customer payment,,145661.92,18056219.82,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4687,2025-03-03,2025-03-03,Internet subscription,15667.67,,18040552.15,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4688,2025-03-03,2025-03-03,Customer payment,,471306.88,18511859.03,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
